,City,Country,Date,Specie,Unnamed: 0,count,max,median,min,variance,iaqi,AQI
283548,Seattle,US,2020-02-01 00:00:00,co,283548.0,232,4.3,1.6,1.4,6.16,18,50
283668,Seattle,US,2020-02-01 00:00:00,pm25,283668.0,297,35.0,12.0,1.0,365.29,50,50
282851,Seattle,US,2020-02-02 00:00:00,o3,282851.0,216,28.9,18.4,5.6,512.13,15,72
282930,Seattle,US,2020-02-02 00:00:00,no2,282930.0,260,27.8,9.3,1.9,426.57,8,72
283451,Seattle,US,2020-02-02 00:00:00,so2,283451.0,8,1.5,1.5,1.5,0.0,1,72
283582,Seattle,US,2020-02-02 00:00:00,co,283582.0,235,7.2,2.9,1.7,20.17,32,72
283599,Seattle,US,2020-02-02 00:00:00,pm25,283599.0,303,90.0,22.0,5.0,2377.5,72,72
282861,Seattle,US,2020-02-03 00:00:00,o3,282861.0,216,27.2,13.6,3.2,619.99,11,72
282931,Seattle,US,2020-02-03 00:00:00,no2,282931.0,276,27.8,12.1,2.8,400.64,11,72
283427,Seattle,US,2020-02-03 00:00:00,so2,283427.0,16,1.5,1.5,1.5,0.0,1,72
283506,Seattle,US,2020-02-03 00:00:00,co,283506.0,236,5.5,3.1,1.8,9.82,35,72
283639,Seattle,US,2020-02-03 00:00:00,pm25,283639.0,297,78.0,22.0,5.0,1913.46,72,72
282836,Seattle,US,2020-02-04 00:00:00,o3,282836.0,198,16.8,7.3,0.8,228.19,6,78
282960,Seattle,US,2020-02-04 00:00:00,no2,282960.0,251,33.4,17.6,5.6,203.43,16,78
283411,Seattle,US,2020-02-04 00:00:00,so2,283411.0,8,1.5,1.5,1.5,0.0,1,78
283532,Seattle,US,2020-02-04 00:00:00,co,283532.0,226,7.8,3.5,2.3,11.1,40,78
283648,Seattle,US,2020-02-04 00:00:00,pm25,283648.0,310,80.0,25.0,4.0,2222.44,78,78
282830,Seattle,US,2020-02-05 00:00:00,o3,282830.0,216,24.8,14.5,8.8,259.39,12,53
282884,Seattle,US,2020-02-05 00:00:00,no2,282884.0,285,35.2,13.0,3.8,717.43,12,53
283527,Seattle,US,2020-02-05 00:00:00,co,283527.0,236,8.0,2.7,1.9,30.94,31,53
283604,Seattle,US,2020-02-05 00:00:00,pm25,283604.0,294,40.0,13.0,2.0,633.43,53,53
282807,Seattle,US,2020-02-06 00:00:00,o3,282807.0,189,27.2,12.8,0.8,624.78,10,57
282943,Seattle,US,2020-02-06 00:00:00,no2,282943.0,283,34.3,14.9,1.9,859.0,13,57
283574,Seattle,US,2020-02-06 00:00:00,co,283574.0,236,7.9,3.3,1.7,20.97,36,57
283643,Seattle,US,2020-02-06 00:00:00,pm25,283643.0,300,60.0,15.0,1.0,1544.58,57,57
282839,Seattle,US,2020-02-07 00:00:00,o3,282839.0,207,32.8,26.4,0.8,1416.83,22,61
282991,Seattle,US,2020-02-07 00:00:00,no2,282991.0,274,33.4,10.2,1.9,580.81,9,61
283497,Seattle,US,2020-02-07 00:00:00,co,283497.0,240,5.5,2.6,1.5,11.85,30,61
283630,Seattle,US,2020-02-07 00:00:00,pm25,283630.0,290,56.0,17.0,3.0,1528.23,61,61
282862,Seattle,US,2020-02-08 00:00:00,o3,282862.0,181,30.4,23.3,16.8,110.21,19,59
282967,Seattle,US,2020-02-08 00:00:00,no2,282967.0,254,16.7,4.7,1.0,138.9,4,59
283534,Seattle,US,2020-02-08 00:00:00,co,283534.0,209,5.2,2.1,1.4,10.22,24,59
283653,Seattle,US,2020-02-08 00:00:00,pm25,283653.0,301,55.0,16.0,3.0,804.14,59,59
282863,Seattle,US,2020-02-09 00:00:00,o3,282863.0,24,21.6,12.1,0.8,324.47,10,78
282920,Seattle,US,2020-02-09 00:00:00,no2,282920.0,47,27.8,11.2,4.7,308.73,10,78
283415,Seattle,US,2020-02-09 00:00:00,so2,283415.0,4,2.9,1.5,1.5,4.9,1,78
283549,Seattle,US,2020-02-09 00:00:00,co,283549.0,70,8.5,3.6,1.8,25.93,41,78
283657,Seattle,US,2020-02-09 00:00:00,pm25,283657.0,312,83.0,25.0,5.0,2578.9,78,78
282843,Seattle,US,2020-02-10 00:00:00,o3,282843.0,16,15.2,5.6,0.8,216.57,4,117
282950,Seattle,US,2020-02-10 00:00:00,no2,282950.0,47,26.9,15.8,9.3,187.02,14,117
283550,Seattle,US,2020-02-10 00:00:00,co,283550.0,70,8.2,4.8,2.2,19.67,53,117
283631,Seattle,US,2020-02-10 00:00:00,pm25,283631.0,310,86.0,42.0,8.0,2906.43,117,117
282864,Seattle,US,2020-02-11 00:00:00,o3,282864.0,20,19.2,7.3,0.8,337.51,6,95
282889,Seattle,US,2020-02-11 00:00:00,no2,282889.0,46,24.1,15.8,5.6,173.81,14,95
283535,Seattle,US,2020-02-11 00:00:00,co,283535.0,66,7.1,4.5,2.2,13.33,51,95
283700,Seattle,US,2020-02-11 00:00:00,pm25,283700.0,312,91.0,33.0,10.0,2146.85,95,95
282859,Seattle,US,2020-02-12 00:00:00,o3,282859.0,19,16.8,8.8,1.6,187.92,7,80
282932,Seattle,US,2020-02-12 00:00:00,no2,282932.0,47,35.2,17.6,4.7,917.1,16,80
283525,Seattle,US,2020-02-12 00:00:00,co,283525.0,69,9.3,4.4,2.4,48.04,50,80
283649,Seattle,US,2020-02-12 00:00:00,pm25,283649.0,312,65.0,26.0,8.0,1651.45,80,80
282818,Seattle,US,2020-02-13 00:00:00,o3,282818.0,17,27.2,17.6,0.8,1116.73,14,74
282916,Seattle,US,2020-02-13 00:00:00,no2,282916.0,40,28.8,15.8,2.8,390.13,14,74
283416,Seattle,US,2020-02-13 00:00:00,so2,283416.0,2,72.8,28.6,28.6,9768.2,40,74
283545,Seattle,US,2020-02-13 00:00:00,co,283545.0,70,8.7,3.9,1.7,24.79,43,74
283706,Seattle,US,2020-02-13 00:00:00,pm25,283706.0,312,65.0,23.0,5.0,1738.78,74,74
282833,Seattle,US,2020-02-14 00:00:00,o3,282833.0,23,29.6,27.2,23.3,31.3,23,53
282972,Seattle,US,2020-02-14 00:00:00,no2,282972.0,45,33.4,11.2,1.0,672.34,10,53
283585,Seattle,US,2020-02-14 00:00:00,co,283585.0,72,5.6,3.4,1.7,18.83,37,53
283685,Seattle,US,2020-02-14 00:00:00,pm25,283685.0,302,55.0,13.0,5.0,510.66,53,53
282846,Seattle,US,2020-02-15 00:00:00,o3,282846.0,24,28.1,22.4,15.2,95.85,19,50
282890,Seattle,US,2020-02-15 00:00:00,no2,282890.0,46,14.9,8.4,2.8,133.54,8,50
283469,Seattle,US,2020-02-15 00:00:00,so2,283469.0,2,1.5,1.5,1.5,0.0,1,50
283557,Seattle,US,2020-02-15 00:00:00,co,283557.0,67,4.9,2.6,1.7,11.51,30,50
283650,Seattle,US,2020-02-15 00:00:00,pm25,283650.0,285,53.0,12.0,2.0,518.24,50,50
282789,Seattle,US,2020-02-16 00:00:00,o3,282789.0,23,30.4,24.8,18.4,122.86,20,59
282965,Seattle,US,2020-02-16 00:00:00,no2,282965.0,47,17.6,5.6,1.0,259.99,5,59
283438,Seattle,US,2020-02-16 00:00:00,so2,283438.0,2,61.4,1.5,1.5,17940.0,1,59
283558,Seattle,US,2020-02-16 00:00:00,co,283558.0,69,6.0,2.5,1.5,19.24,28,59
283632,Seattle,US,2020-02-16 00:00:00,pm25,283632.0,306,57.0,16.0,5.0,596.34,59,59
282819,Seattle,US,2020-02-17 00:00:00,o3,282819.0,24,27.2,18.4,4.0,371.07,15,70
282925,Seattle,US,2020-02-17 00:00:00,no2,282925.0,47,37.1,11.2,3.8,700.03,10,70
283444,Seattle,US,2020-02-17 00:00:00,so2,283444.0,2,1.5,1.5,1.5,0.0,1,70
283521,Seattle,US,2020-02-17 00:00:00,co,283521.0,70,7.2,3.5,1.9,21.81,40,70
283605,Seattle,US,2020-02-17 00:00:00,pm25,283605.0,297,61.0,21.0,5.0,1339.24,70,70
282866,Seattle,US,2020-02-18 00:00:00,o3,282866.0,24,26.4,13.6,8.8,249.02,11,70
282961,Seattle,US,2020-02-18 00:00:00,no2,282961.0,46,19.5,12.1,2.8,189.0,11,70
283575,Seattle,US,2020-02-18 00:00:00,co,283575.0,68,5.9,3.4,2.0,10.7,37,70
283681,Seattle,US,2020-02-18 00:00:00,pm25,283681.0,304,60.0,21.0,5.0,1755.77,70,70
282811,Seattle,US,2020-02-19 00:00:00,o3,282811.0,23,28.9,13.6,5.6,567.06,11,87
282907,Seattle,US,2020-02-19 00:00:00,no2,282907.0,43,41.7,17.6,3.8,1014.6,16,87
283569,Seattle,US,2020-02-19 00:00:00,co,283569.0,69,11.9,3.7,2.2,68.38,42,87
283693,Seattle,US,2020-02-19 00:00:00,pm25,283693.0,304,73.0,29.0,6.0,1715.62,87,87
282837,Seattle,US,2020-02-20 00:00:00,o3,282837.0,23,28.9,15.2,0.8,892.02,13,95
282894,Seattle,US,2020-02-20 00:00:00,no2,282894.0,47,49.1,29.7,1.9,1431.46,27,95
283470,Seattle,US,2020-02-20 00:00:00,so2,283470.0,7,4.3,2.9,1.5,11.2,3,95
283564,Seattle,US,2020-02-20 00:00:00,co,283564.0,69,13.5,6.6,1.7,98.44,71,95
283690,Seattle,US,2020-02-20 00:00:00,pm25,283690.0,309,109.0,33.0,5.0,2855.69,95,95
282808,Seattle,US,2020-02-21 00:00:00,o3,282808.0,24,26.4,15.2,0.8,552.32,13,105
282899,Seattle,US,2020-02-21 00:00:00,no2,282899.0,48,36.2,21.3,4.7,796.28,20,105
283465,Seattle,US,2020-02-21 00:00:00,so2,283465.0,5,2.9,1.5,1.5,5.88,1,105
283560,Seattle,US,2020-02-21 00:00:00,co,283560.0,71,9.4,6.2,2.2,45.85,68,105
283623,Seattle,US,2020-02-21 00:00:00,pm25,283623.0,310,120.0,37.0,9.0,2890.98,105,105
282820,Seattle,US,2020-02-22 00:00:00,o3,282820.0,23,26.4,19.2,0.8,764.36,16,74
282900,Seattle,US,2020-02-22 00:00:00,no2,282900.0,47,38.0,12.1,2.8,1031.41,11,74
283561,Seattle,US,2020-02-22 00:00:00,co,283561.0,68,7.6,4.0,1.9,27.26,45,74
283654,Seattle,US,2020-02-22 00:00:00,pm25,283654.0,310,63.0,23.0,5.0,1524.92,74,74
282792,Seattle,US,2020-02-23 00:00:00,o3,282792.0,19,34.4,28.9,1.6,1385.61,24,63
282891,Seattle,US,2020-02-23 00:00:00,no2,282891.0,46,19.5,6.5,1.0,229.53,6,63
283507,Seattle,US,2020-02-23 00:00:00,co,283507.0,70,4.8,2.8,1.6,7.67,31,63
283673,Seattle,US,2020-02-23 00:00:00,pm25,283673.0,309,63.0,18.0,3.0,1974.73,63,63
282800,Seattle,US,2020-02-24 00:00:00,o3,282800.0,186,32.8,28.1,18.4,143.41,24,74
282938,Seattle,US,2020-02-24 00:00:00,no2,282938.0,240,45.4,10.2,1.0,958.93,9,74
283543,Seattle,US,2020-02-24 00:00:00,co,283543.0,184,6.5,2.3,1.5,15.09,25,74
283624,Seattle,US,2020-02-24 00:00:00,pm25,283624.0,308,57.0,23.0,5.0,726.09,74,74
282856,Seattle,US,2020-02-25 00:00:00,o3,282856.0,207,20.8,8.8,3.2,339.65,7,93
282908,Seattle,US,2020-02-25 00:00:00,no2,282908.0,283,39.9,19.5,2.8,831.93,18,93
283425,Seattle,US,2020-02-25 00:00:00,so2,283425.0,56,2.9,1.5,1.5,2.44,1,93
283491,Seattle,US,2020-02-25 00:00:00,co,283491.0,210,8.2,3.6,1.8,25.21,41,93
283651,Seattle,US,2020-02-25 00:00:00,pm25,283651.0,310,74.0,32.0,5.0,1509.49,93,93
282824,Seattle,US,2020-02-26 00:00:00,o3,282824.0,198,28.9,12.8,1.6,522.07,10,78
282909,Seattle,US,2020-02-26 00:00:00,no2,282909.0,271,39.9,18.6,4.7,860.35,17,78
283562,Seattle,US,2020-02-26 00:00:00,co,283562.0,213,8.5,2.8,2.1,24.38,31,78
283674,Seattle,US,2020-02-26 00:00:00,pm25,283674.0,311,98.0,25.0,5.0,1655.89,78,78
282881,Seattle,US,2020-02-27 00:00:00,o3,282881.0,207,25.6,12.8,2.4,528.09,10,80
282917,Seattle,US,2020-02-27 00:00:00,no2,282917.0,276,35.2,14.9,3.8,538.33,13,80
283578,Seattle,US,2020-02-27 00:00:00,co,283578.0,213,6.7,3.2,1.7,17.86,36,80
283686,Seattle,US,2020-02-27 00:00:00,pm25,283686.0,307,65.0,26.0,5.0,1329.2,80,80
282825,Seattle,US,2020-02-28 00:00:00,o3,282825.0,207,32.8,15.2,0.8,1202.37,13,95
282895,Seattle,US,2020-02-28 00:00:00,no2,282895.0,273,23.2,13.0,2.8,343.42,12,95
283552,Seattle,US,2020-02-28 00:00:00,co,283552.0,210,7.9,3.4,1.8,21.1,37,95
283640,Seattle,US,2020-02-28 00:00:00,pm25,283640.0,306,83.0,33.0,4.0,2979.29,95,95
282840,Seattle,US,2020-02-29 00:00:00,o3,282840.0,216,32.0,28.9,24.1,60.45,24,55
282921,Seattle,US,2020-02-29 00:00:00,no2,282921.0,278,20.4,5.6,1.0,233.73,5,55
283508,Seattle,US,2020-02-29 00:00:00,co,283508.0,210,6.4,2.1,1.6,12.58,24,55
283675,Seattle,US,2020-02-29 00:00:00,pm25,283675.0,304,59.0,14.0,4.0,852.34,55,55
282867,Seattle,US,2020-03-01 00:00:00,o3,282867.0,216,28.1,22.4,12.8,192.34,19,78
282901,Seattle,US,2020-03-01 00:00:00,no2,282901.0,277,28.8,10.2,2.8,412.71,9,78
283538,Seattle,US,2020-03-01 00:00:00,co,283538.0,213,8.4,2.5,2.0,20.38,28,78
283655,Seattle,US,2020-03-01 00:00:00,pm25,283655.0,309,68.0,25.0,5.0,1562.89,78,78
282821,Seattle,US,2020-03-02 00:00:00,o3,282821.0,93,27.2,22.4,16.8,103.26,19,66
282939,Seattle,US,2020-03-02 00:00:00,no2,282939.0,135,38.0,8.4,4.7,607.89,8,66
283588,Seattle,US,2020-03-02 00:00:00,co,283588.0,112,4.5,2.2,1.7,6.54,25,66
283687,Seattle,US,2020-03-02 00:00:00,pm25,283687.0,155,78.0,19.0,8.0,995.62,66,66
282791,Seattle,US,2020-03-03 00:00:00,o3,282791.0,174,28.9,22.4,15.2,138.25,19,42
282980,Seattle,US,2020-03-03 00:00:00,no2,282980.0,230,30.6,8.4,1.9,481.13,8,42
283412,Seattle,US,2020-03-03 00:00:00,so2,283412.0,24,1.5,1.5,1.5,0.0,1,42
283565,Seattle,US,2020-03-03 00:00:00,co,283565.0,163,5.7,1.8,1.6,12.84,20,42
283669,Seattle,US,2020-03-03 00:00:00,pm25,283669.0,213,61.0,10.0,2.0,417.38,42,42
282870,Seattle,US,2020-03-04 00:00:00,o3,282870.0,216,29.6,24.8,10.4,300.35,20,78
282970,Seattle,US,2020-03-04 00:00:00,no2,282970.0,281,33.4,13.9,1.0,690.47,12,78
283445,Seattle,US,2020-03-04 00:00:00,so2,283445.0,24,1.5,1.5,1.5,0.0,1,78
283486,Seattle,US,2020-03-04 00:00:00,co,283486.0,213,7.6,2.6,1.6,26.67,30,78
283644,Seattle,US,2020-03-04 00:00:00,pm25,283644.0,311,63.0,25.0,5.0,1065.98,78,78
282823,Seattle,US,2020-03-05 00:00:00,o3,282823.0,207,27.2,18.4,5.6,467.16,15,70
282945,Seattle,US,2020-03-05 00:00:00,no2,282945.0,278,32.5,13.9,3.8,487.65,12,70
283484,Seattle,US,2020-03-05 00:00:00,so2,283484.0,24,1.5,1.5,1.5,0.0,1,70
283492,Seattle,US,2020-03-05 00:00:00,co,283492.0,213,7.5,2.5,1.8,14.55,28,70
283658,Seattle,US,2020-03-05 00:00:00,pm25,283658.0,310,63.0,21.0,4.0,1578.25,70,70
282847,Seattle,US,2020-03-06 00:00:00,o3,282847.0,216,28.9,20.0,4.8,477.37,17,57
282926,Seattle,US,2020-03-06 00:00:00,no2,282926.0,283,38.9,15.8,3.8,745.8,14,57
283446,Seattle,US,2020-03-06 00:00:00,so2,283446.0,24,1.5,1.5,1.5,0.0,1,57
283571,Seattle,US,2020-03-06 00:00:00,co,283571.0,216,7.5,2.7,1.7,20.31,31,57
283659,Seattle,US,2020-03-06 00:00:00,pm25,283659.0,303,64.0,15.0,2.0,1422.9,57,57
282779,Seattle,US,2020-03-07 00:00:00,o3,282779.0,216,28.9,19.2,1.6,859.16,16,74
282927,Seattle,US,2020-03-07 00:00:00,no2,282927.0,281,26.0,13.0,1.9,347.36,12,74
283443,Seattle,US,2020-03-07 00:00:00,so2,283443.0,24,1.5,1.5,1.5,0.0,1,74
283553,Seattle,US,2020-03-07 00:00:00,co,283553.0,203,6.9,2.7,1.8,18.84,31,74
283625,Seattle,US,2020-03-07 00:00:00,pm25,283625.0,301,78.0,23.0,4.0,3117.55,74,74
282857,Seattle,US,2020-03-08 00:00:00,o3,282857.0,207,29.6,20.8,9.6,394.75,17,68
282936,Seattle,US,2020-03-08 00:00:00,no2,282936.0,174,24.1,9.3,1.9,255.05,8,68
283413,Seattle,US,2020-03-08 00:00:00,so2,283413.0,24,1.5,1.5,1.5,0.0,1,68
283502,Seattle,US,2020-03-08 00:00:00,co,283502.0,213,6.0,2.7,1.9,12.16,31,68
283701,Seattle,US,2020-03-08 00:00:00,pm25,283701.0,304,72.0,20.0,5.0,1172.61,68,68
282882,Seattle,US,2020-03-09 00:00:00,o3,282882.0,216,24.8,15.2,4.0,342.44,13,89
282978,Seattle,US,2020-03-09 00:00:00,no2,282978.0,263,36.2,13.9,5.6,522.31,12,89
283436,Seattle,US,2020-03-09 00:00:00,so2,283436.0,24,1.5,1.5,1.5,0.0,1,89
283510,Seattle,US,2020-03-09 00:00:00,co,283510.0,213,7.0,2.9,2.2,16.26,32,89
283656,Seattle,US,2020-03-09 00:00:00,pm25,283656.0,312,73.0,30.0,5.0,1974.11,89,89
282860,Seattle,US,2020-03-10 00:00:00,o3,282860.0,216,30.4,14.5,4.8,870.46,12,66
282937,Seattle,US,2020-03-10 00:00:00,no2,282937.0,271,31.5,14.9,1.0,552.72,13,66
283432,Seattle,US,2020-03-10 00:00:00,so2,283432.0,24,1.5,1.5,1.5,0.0,1,66
283554,Seattle,US,2020-03-10 00:00:00,co,283554.0,209,7.1,2.5,1.8,14.39,28,66
283641,Seattle,US,2020-03-10 00:00:00,pm25,283641.0,296,91.0,19.0,5.0,2056.69,66,66
282775,Seattle,US,2020-03-11 00:00:00,o3,282775.0,171,31.2,26.4,16.8,89.62,22,57
282885,Seattle,US,2020-03-11 00:00:00,no2,282885.0,283,28.8,9.3,2.8,390.52,8,57
283472,Seattle,US,2020-03-11 00:00:00,so2,283472.0,24,1.5,1.5,1.5,0.0,1,57
283495,Seattle,US,2020-03-11 00:00:00,co,283495.0,207,6.6,2.2,1.7,13.57,25,57
283707,Seattle,US,2020-03-11 00:00:00,pm25,283707.0,304,66.0,15.0,4.0,856.76,57,57
282773,Seattle,US,2020-03-12 00:00:00,o3,282773.0,198,27.2,23.3,0.8,578.95,19,80
282981,Seattle,US,2020-03-12 00:00:00,no2,282981.0,283,31.5,13.9,3.8,555.53,12,80
283458,Seattle,US,2020-03-12 00:00:00,so2,283458.0,24,1.5,1.5,1.5,0.0,1,80
283487,Seattle,US,2020-03-12 00:00:00,co,283487.0,206,7.9,2.8,1.9,17.55,31,80
283613,Seattle,US,2020-03-12 00:00:00,pm25,283613.0,311,68.0,26.0,5.0,1090.99,80,80
282785,Seattle,US,2020-03-13 00:00:00,o3,282785.0,216,30.4,24.1,13.6,276.89,20,68
282985,Seattle,US,2020-03-13 00:00:00,no2,282985.0,271,30.6,8.4,1.9,311.79,8,68
283410,Seattle,US,2020-03-13 00:00:00,so2,283410.0,24,1.5,1.5,1.5,0.0,1,68
283500,Seattle,US,2020-03-13 00:00:00,co,283500.0,216,4.6,2.4,1.7,5.91,26,68
283617,Seattle,US,2020-03-13 00:00:00,pm25,283617.0,306,79.0,20.0,5.0,1333.16,68,68
282776,Seattle,US,2020-03-14 00:00:00,o3,282776.0,207,28.1,27.2,20.0,37.97,23,59
282947,Seattle,US,2020-03-14 00:00:00,no2,282947.0,273,11.2,5.6,1.9,62.56,5,59
283474,Seattle,US,2020-03-14 00:00:00,so2,283474.0,24,1.5,1.5,1.5,0.0,1,59
283530,Seattle,US,2020-03-14 00:00:00,co,283530.0,202,5.1,1.9,1.6,7.27,20,59
283635,Seattle,US,2020-03-14 00:00:00,pm25,283635.0,306,63.0,16.0,5.0,931.72,59,59
282774,Seattle,US,2020-03-15 00:00:00,o3,282774.0,207,32.0,26.4,17.6,141.9,22,61
282902,Seattle,US,2020-03-15 00:00:00,no2,282902.0,279,12.1,5.6,1.9,65.37,5,61
283447,Seattle,US,2020-03-15 00:00:00,so2,283447.0,24,1.5,1.5,1.5,0.0,1,61
283580,Seattle,US,2020-03-15 00:00:00,co,283580.0,207,5.4,2.2,1.7,6.62,25,61
283698,Seattle,US,2020-03-15 00:00:00,pm25,283698.0,304,70.0,17.0,5.0,683.87,61,61
282848,Seattle,US,2020-03-16 00:00:00,o3,282848.0,207,28.1,22.4,11.2,223.87,19,74
282903,Seattle,US,2020-03-16 00:00:00,no2,282903.0,246,28.8,10.2,3.8,269.94,9,74
283477,Seattle,US,2020-03-16 00:00:00,so2,283477.0,24,1.5,1.5,1.5,0.0,1,74
283509,Seattle,US,2020-03-16 00:00:00,co,283509.0,207,6.1,2.4,2.0,10.43,26,74
283626,Seattle,US,2020-03-16 00:00:00,pm25,283626.0,295,83.0,23.0,5.0,1486.86,74,74
282874,Seattle,US,2020-03-17 00:00:00,o3,282874.0,207,22.4,11.2,1.6,460.84,9,117
282905,Seattle,US,2020-03-17 00:00:00,no2,282905.0,279,38.0,21.3,6.5,534.18,20,117
283475,Seattle,US,2020-03-17 00:00:00,so2,283475.0,88,2.9,1.5,1.5,3.93,1,117
283522,Seattle,US,2020-03-17 00:00:00,co,283522.0,210,9.3,3.4,2.4,33.86,37,117
283679,Seattle,US,2020-03-17 00:00:00,pm25,283679.0,310,92.0,42.0,5.0,2107.58,117,117
282871,Seattle,US,2020-03-18 00:00:00,o3,282871.0,189,28.9,13.6,0.8,877.94,11,137
282933,Seattle,US,2020-03-18 00:00:00,no2,282933.0,273,50.1,22.3,5.6,798.28,21,137
283478,Seattle,US,2020-03-18 00:00:00,so2,283478.0,24,1.5,1.5,1.5,0.0,1,137
283516,Seattle,US,2020-03-18 00:00:00,co,283516.0,213,7.9,3.5,2.2,18.04,40,137
283691,Seattle,US,2020-03-18 00:00:00,pm25,283691.0,312,142.0,50.0,17.0,1997.16,137,137
282838,Seattle,US,2020-03-19 00:00:00,o3,282838.0,216,31.2,13.6,0.8,715.06,11,144
282912,Seattle,US,2020-03-19 00:00:00,no2,282912.0,271,54.4,20.4,5.6,1004.82,19,144
283459,Seattle,US,2020-03-19 00:00:00,so2,283459.0,104,4.3,1.5,1.5,7.73,1,144
283589,Seattle,US,2020-03-19 00:00:00,co,283589.0,207,8.1,3.4,2.3,21.31,37,144
283601,Seattle,US,2020-03-19 00:00:00,pm25,283601.0,312,91.0,53.0,20.0,1892.29,144,144
282786,Seattle,US,2020-03-20 00:00:00,o3,282786.0,207,40.8,19.2,3.2,1338.05,16,137
282962,Seattle,US,2020-03-20 00:00:00,no2,282962.0,288,42.6,16.7,2.8,727.86,15,137
283456,Seattle,US,2020-03-20 00:00:00,so2,283456.0,56,2.9,1.5,1.5,4.07,1,137
283572,Seattle,US,2020-03-20 00:00:00,co,283572.0,216,11.2,2.7,1.4,28.65,31,137
283610,Seattle,US,2020-03-20 00:00:00,pm25,283610.0,312,107.0,50.0,20.0,2229.53,137,137
282801,Seattle,US,2020-03-21 00:00:00,o3,282801.0,207,28.1,18.4,1.6,543.48,15,119
282906,Seattle,US,2020-03-21 00:00:00,no2,282906.0,268,40.8,13.9,2.8,1068.06,12,119
283460,Seattle,US,2020-03-21 00:00:00,so2,283460.0,56,2.9,1.5,1.5,2.44,1,119
283501,Seattle,US,2020-03-21 00:00:00,co,283501.0,210,8.0,2.6,1.5,23.63,30,119
283682,Seattle,US,2020-03-21 00:00:00,pm25,283682.0,312,131.0,43.0,20.0,2810.12,119,119
282787,Seattle,US,2020-03-22 00:00:00,o3,282787.0,216,31.2,20.0,4.8,1038.87,17,127
282992,Seattle,US,2020-03-22 00:00:00,no2,282992.0,269,26.9,9.3,1.0,408.62,8,127
283448,Seattle,US,2020-03-22 00:00:00,so2,283448.0,24,1.5,1.5,1.5,0.0,1,127
283488,Seattle,US,2020-03-22 00:00:00,co,283488.0,213,6.4,3.2,1.8,13.33,36,127
283676,Seattle,US,2020-03-22 00:00:00,pm25,283676.0,312,104.0,46.0,9.0,4857.73,127,127
282790,Seattle,US,2020-03-23 00:00:00,o3,282790.0,207,33.6,29.6,18.4,199.68,25,53
282886,Seattle,US,2020-03-23 00:00:00,no2,282886.0,278,76.1,8.4,1.0,1145.43,8,53
283471,Seattle,US,2020-03-23 00:00:00,so2,283471.0,24,1.5,1.5,1.5,0.0,1,53
283539,Seattle,US,2020-03-23 00:00:00,co,283539.0,207,4.5,1.9,1.6,5.31,20,53
283645,Seattle,US,2020-03-23 00:00:00,pm25,283645.0,293,43.0,13.0,3.0,518.85,53,53
282793,Seattle,US,2020-03-24 00:00:00,o3,282793.0,207,28.1,24.1,9.6,296.29,20,53
282993,Seattle,US,2020-03-24 00:00:00,no2,282993.0,283,24.1,9.3,2.8,372.19,8,53
283461,Seattle,US,2020-03-24 00:00:00,so2,283461.0,24,1.5,1.5,1.5,0.0,1,53
283526,Seattle,US,2020-03-24 00:00:00,co,283526.0,210,5.5,2.2,1.7,11.35,25,53
283683,Seattle,US,2020-03-24 00:00:00,pm25,283683.0,287,68.0,13.0,2.0,705.48,53,53
282878,Seattle,US,2020-03-25 00:00:00,o3,282878.0,216,27.2,20.8,11.2,216.45,17,57
282986,Seattle,US,2020-03-25 00:00:00,no2,282986.0,281,29.7,12.1,3.8,354.68,11,57
283426,Seattle,US,2020-03-25 00:00:00,so2,283426.0,24,1.5,1.5,1.5,0.0,1,57
283503,Seattle,US,2020-03-25 00:00:00,co,283503.0,213,5.9,2.3,1.8,9.66,25,57
283600,Seattle,US,2020-03-25 00:00:00,pm25,283600.0,304,98.0,15.0,5.0,1235.99,57,57
282852,Seattle,US,2020-03-26 00:00:00,o3,282852.0,207,36.8,28.1,8.0,1015.11,24,78
282910,Seattle,US,2020-03-26 00:00:00,no2,282910.0,283,29.7,10.2,1.9,371.41,9,78
283462,Seattle,US,2020-03-26 00:00:00,so2,283462.0,24,1.5,1.5,1.5,0.0,1,78
283555,Seattle,US,2020-03-26 00:00:00,co,283555.0,210,4.8,2.3,1.9,4.62,25,78
283665,Seattle,US,2020-03-26 00:00:00,pm25,283665.0,309,79.0,25.0,5.0,1303.86,78,78
282872,Seattle,US,2020-03-27 00:00:00,o3,282872.0,207,35.2,26.4,18.4,191.05,22,74
282954,Seattle,US,2020-03-27 00:00:00,no2,282954.0,276,26.9,10.2,2.8,379.47,9,74
283457,Seattle,US,2020-03-27 00:00:00,so2,283457.0,56,4.3,1.5,1.5,9.77,1,74
283504,Seattle,US,2020-03-27 00:00:00,co,283504.0,214,4.6,2.3,1.9,5.52,25,74
283606,Seattle,US,2020-03-27 00:00:00,pm25,283606.0,301,65.0,23.0,5.0,1143.39,74,74
282853,Seattle,US,2020-03-28 00:00:00,o3,282853.0,216,30.4,24.1,16.8,154.6,20,46
282956,Seattle,US,2020-03-28 00:00:00,no2,282956.0,278,12.1,6.5,1.9,63.69,6,46
283528,Seattle,US,2020-03-28 00:00:00,co,283528.0,210,4.1,2.3,1.7,3.94,25,46
283695,Seattle,US,2020-03-28 00:00:00,pm25,283695.0,287,56.0,11.0,1.0,557.12,46,46
